seconds,mV,mV,mV
44.867,0.000,0.000,0.000
44.875,0.000,0.000,0.000
44.883,0.000,0.000,0.000
44.891,0.000,0.000,0.000
44.898,0.000,0.000,0.000
44.906,0.000,0.000,0.000
44.914,0.000,0.000,0.000
44.922,0.000,0.000,0.000
44.930,0.000,0.000,0.000
44.938,0.000,0.000,0.000
44.945,0.000,0.000,0.000
44.953,0.000,0.000,0.000
44.961,0.000,0.000,0.000
44.969,0.000,0.000,0.000
44.977,0.000,0.000,0.000
44.984,0.000,0.000,0.000
44.992,0.000,0.000,0.000
45.000,0.000,0.000,0.000
45.008,0.000,0.000,0.000
45.016,0.000,0.000,0.000
45.023,0.000,0.000,0.000
45.031,0.000,0.000,0.000
45.039,0.000,0.000,0.000
45.047,0.000,0.000,0.000
45.055,0.000,0.000,0.000
45.062,0.000,0.000,0.000
45.070,0.000,0.000,0.000
45.078,0.000,0.000,0.000
45.086,0.000,0.000,0.000
45.094,0.000,0.000,0.000
45.102,0.000,0.000,0.000
45.109,0.000,0.000,0.000
45.117,0.000,0.000,0.000
45.125,0.000,0.000,0.000
45.133,0.000,0.000,0.000
45.141,0.000,0.000,0.000
45.148,0.000,0.000,0.000
45.156,0.000,0.000,0.000
45.164,0.000,0.000,0.000
45.172,0.000,0.000,0.000
45.180,0.000,0.000,0.000
45.188,0.000,0.000,0.000
45.195,0.000,0.000,0.000
45.203,0.000,0.000,0.000
45.211,0.000,0.000,0.000
45.219,0.000,0.000,0.000
45.227,0.000,0.000,0.000
45.234,0.000,0.000,0.000
45.242,0.000,0.000,0.000
45.250,0.000,0.000,0.000
45.258,0.000,0.000,0.000
45.266,0.000,0.000,0.000
45.273,0.000,0.000,0.000
45.281,0.000,0.000,0.000
45.289,0.000,0.000,0.000
45.297,0.000,0.000,0.000
45.305,0.000,0.000,0.000
45.312,0.000,0.000,0.000
45.320,0.000,0.000,0.000
45.328,0.000,0.000,0.000
45.336,0.000,0.000,0.000
45.344,0.000,0.000,0.000
45.352,0.000,0.000,0.000
45.359,0.000,0.000,0.000
45.367,0.000,0.000,0.000
45.375,0.000,0.000,0.000
45.383,0.000,0.000,0.000
45.391,0.000,0.000,0.000
45.398,0.000,0.000,0.000
45.406,0.000,0.000,0.000
45.414,0.000,0.000,0.000
45.422,0.000,0.000,0.000
45.430,0.000,0.000,0.000
45.438,1.000,1.000,1.000
45.445,1.000,1.000,1.000
45.453,1.000,1.000,1.000
45.461,1.000,1.000,1.000
45.469,1.000,1.000,1.000
45.477,1.000,1.000,1.000
45.484,1.000,1.000,1.000
45.492,1.000,1.000,1.000
45.500,1.000,1.000,1.000
45.508,1.000,1.000,1.000
45.516,1.000,1.000,1.000
45.523,1.000,1.000,1.000
45.531,1.000,1.000,1.000
45.539,1.000,1.000,1.000
45.547,1.000,1.000,1.000
45.555,1.000,1.000,1.000
45.562,1.000,1.000,1.000
45.570,1.000,1.000,1.000
45.578,0.000,0.000,0.000
45.586,0.000,0.000,0.000
45.594,0.000,0.000,0.000
45.602,0.000,0.000,0.000
45.609,0.000,0.000,0.000
45.617,0.000,0.000,0.000
45.625,0.000,0.000,0.000
45.633,0.000,0.000,0.000
45.641,0.000,0.000,0.000
45.648,0.000,0.000,0.000
45.656,0.000,0.000,0.000
45.664,0.000,0.000,0.000
45.672,0.000,0.000,0.000
45.680,0.000,0.000,0.000
45.688,0.000,0.000,0.000
45.695,0.000,0.000,0.000
45.703,0.000,0.000,0.000
45.711,0.000,0.000,0.000
45.719,0.000,0.000,0.000
45.727,0.000,0.000,0.000
45.734,0.000,0.000,0.000
45.742,0.000,0.000,0.000
45.750,0.000,0.000,0.000
45.758,0.000,0.000,0.000
45.766,0.000,0.000,0.000
45.773,0.000,0.000,0.000
45.781,0.000,0.000,0.000
45.789,0.000,0.000,0.000
45.797,0.000,0.000,0.000
45.805,0.000,0.000,0.000
45.812,0.000,0.000,0.000
45.820,0.000,0.000,0.000
45.828,0.000,0.000,0.000
45.836,0.000,0.000,0.000
45.844,0.000,0.000,0.000
45.852,0.000,0.000,0.000
45.859,0.000,0.000,0.000
45.867,0.000,0.000,0.000
45.875,0.000,0.000,0.000
45.883,0.000,0.000,0.000
45.891,0.000,0.000,0.000
45.898,0.000,0.000,0.000
45.906,0.000,0.000,0.000
45.914,0.000,0.000,0.000
45.922,0.000,0.000,0.000
45.930,0.000,0.000,0.000
45.938,0.000,0.000,0.000
45.945,0.000,0.000,0.000
45.953,0.000,0.000,0.000
45.961,0.000,0.000,0.000
45.969,0.000,0.000,0.000
45.977,0.000,0.000,0.000
45.984,0.000,0.000,0.000
45.992,0.000,0.000,0.000
46.000,0.000,0.000,0.000
46.008,0.000,0.000,0.000
46.016,0.000,0.000,0.000
46.023,0.000,0.000,0.000
46.031,0.000,0.000,0.000
46.039,0.000,0.000,0.000
46.047,0.000,0.000,0.000
46.055,0.000,0.000,0.000
46.062,0.000,0.000,0.000
46.070,0.000,0.000,0.000
46.078,0.000,0.000,0.000
46.086,0.000,0.000,0.000
46.094,0.000,0.000,0.000
46.102,0.000,0.000,0.000
46.109,0.000,0.000,0.000
46.117,0.000,0.000,0.000
46.125,0.000,0.000,0.000
46.133,0.000,0.000,0.000
46.141,0.000,0.000,0.000
46.148,0.000,0.000,0.000
46.156,0.000,0.000,0.000
46.164,0.000,0.000,0.000
46.172,0.000,0.000,0.000
46.180,0.000,0.000,0.000
46.188,0.000,0.000,0.000
46.195,0.000,0.000,0.000
46.203,0.000,0.000,0.000
46.211,0.000,0.000,0.000
46.219,0.000,0.000,0.000
46.227,0.000,0.000,0.000
46.234,0.000,0.000,0.000
46.242,0.000,0.000,0.000
46.250,0.000,0.000,0.000
46.258,0.000,0.000,0.000
46.266,0.000,0.000,0.000
46.273,0.000,0.000,0.000
46.281,0.000,0.000,0.000
46.289,0.000,0.000,0.000
46.297,0.000,0.000,0.000
46.305,0.000,0.000,0.000
46.312,0.000,0.000,0.000
46.320,0.000,0.000,0.000
46.328,0.000,0.000,0.000
46.336,0.000,0.000,0.000
46.344,0.000,0.000,0.000
46.352,0.000,0.000,0.000
46.359,0.000,0.000,0.000
46.367,0.000,0.000,0.000
46.375,0.000,0.000,0.000
46.383,0.000,0.000,0.000
46.391,0.000,0.000,0.000
46.398,0.000,0.000,0.000
46.406,0.000,0.000,0.000
46.414,0.000,0.000,0.000
46.422,0.000,0.000,0.000
46.430,0.000,0.000,0.000
46.438,1.000,1.000,1.000
46.445,1.000,1.000,1.000
46.453,1.000,1.000,1.000
46.461,1.000,1.000,1.000
46.469,1.000,1.000,1.000
46.477,1.000,1.000,1.000
46.484,1.000,1.000,1.000
46.492,1.000,1.000,1.000
46.500,1.000,1.000,1.000
46.508,1.000,1.000,1.000
46.516,1.000,1.000,1.000
46.523,1.000,1.000,1.000
46.531,1.000,1.000,1.000
46.539,1.000,1.000,1.000
46.547,1.000,1.000,1.000
46.555,1.000,1.000,1.000
46.562,1.000,1.000,1.000
46.570,1.000,1.000,1.000
46.578,0.000,0.000,0.000
46.586,0.000,0.000,0.000
46.594,0.000,0.000,0.000
46.602,0.000,0.000,0.000
46.609,0.000,0.000,0.000
46.617,0.000,0.000,0.000
46.625,0.000,0.000,0.000
46.633,0.000,0.000,0.000
46.641,0.000,0.000,0.000
46.648,0.000,0.000,0.000
46.656,0.000,0.000,0.000
46.664,0.000,0.000,0.000
46.672,0.000,0.000,0.000
46.680,0.000,0.000,0.000
46.688,0.000,0.000,0.000
46.695,0.000,0.000,0.000
46.703,0.000,0.000,0.000
46.711,0.000,0.000,0.000
46.719,0.000,0.000,0.000
46.727,0.000,0.000,0.000
46.734,0.000,0.000,0.000
46.742,0.000,0.000,0.000
46.750,0.000,0.000,0.000
46.758,0.000,0.000,0.000
46.766,0.000,0.000,0.000
46.773,0.000,0.000,0.000
46.781,0.000,0.000,0.000
46.789,0.000,0.000,0.000
46.797,0.000,0.000,0.000
46.805,0.000,0.000,0.000
46.812,0.000,0.000,0.000
46.820,0.000,0.000,0.000
46.828,0.000,0.000,0.000
46.836,0.000,0.000,0.000
46.844,0.000,0.000,0.000
46.852,0.000,0.000,0.000
46.859,0.000,0.000,0.000
46.867,0.000,0.000,0.000
46.875,0.000,0.000,0.000
46.883,0.000,0.000,0.000
46.891,0.000,0.000,0.000
46.898,0.000,0.000,0.000
46.906,0.000,0.000,0.000
46.914,0.000,0.000,0.000
46.922,0.000,0.000,0.000
46.930,0.000,0.000,0.000
46.938,0.000,0.000,0.000
46.945,0.000,0.000,0.000
46.953,0.000,0.000,0.000
46.961,0.000,0.000,0.000
46.969,0.000,0.000,0.000
46.977,0.000,0.000,0.000
46.984,0.000,0.000,0.000
46.992,0.000,0.000,0.000
47.000,0.000,0.000,0.000
47.008,0.000,0.000,0.000
47.016,0.000,0.000,0.000
47.023,0.000,0.000,0.000
47.031,0.000,0.000,0.000
47.039,0.000,0.000,0.000
47.047,0.000,0.000,0.000
47.055,0.000,0.000,0.000
47.062,0.000,0.000,0.000
47.070,0.000,0.000,0.000
47.078,0.000,0.000,0.000
47.086,0.000,0.000,0.000
47.094,0.000,0.000,0.000
47.102,0.000,0.000,0.000
47.109,0.000,0.000,0.000
47.117,0.000,0.000,0.000
47.125,0.000,0.000,0.000
47.133,0.000,0.000,0.000
47.141,0.000,0.000,0.000
47.148,0.000,0.000,0.000
47.156,0.000,0.000,0.000
47.164,0.000,0.000,0.000
47.172,0.000,0.000,0.000
47.180,0.000,0.000,0.000
47.188,0.000,0.000,0.000
47.195,0.000,0.000,0.000
47.203,0.000,0.000,0.000
47.211,0.000,0.000,0.000
47.219,0.000,0.000,0.000
47.227,0.000,0.000,0.000
47.234,0.000,0.000,0.000
47.242,0.000,0.000,0.000
47.250,0.000,0.000,0.000
47.258,0.000,0.000,0.000
47.266,0.000,0.000,0.000
47.273,0.000,0.000,0.000
47.281,0.000,0.000,0.000
47.289,0.000,0.000,0.000
47.297,0.000,0.000,0.000
47.305,0.000,0.000,0.000
47.312,0.000,0.000,0.000
47.320,0.000,0.000,0.000
47.328,0.000,0.000,0.000
47.336,0.000,0.000,0.000
47.344,0.000,0.000,0.000
47.352,0.000,0.000,0.000
47.359,0.000,0.000,0.000
47.367,0.000,0.000,0.000
47.375,0.000,0.000,0.000
47.383,0.000,0.000,0.000
47.391,0.000,0.000,0.000
47.398,0.000,0.000,0.000
47.406,0.000,0.000,0.000
47.414,0.000,0.000,0.000
47.422,0.000,0.000,0.000
47.430,0.000,0.000,0.000
47.438,1.000,1.000,1.000
47.445,1.000,1.000,1.000
47.453,1.000,1.000,1.000
47.461,1.000,1.000,1.000
47.469,1.000,1.000,1.000
47.477,1.000,1.000,1.000
47.484,1.000,1.000,1.000
47.492,1.000,1.000,1.000
47.500,1.000,1.000,1.000
47.508,1.000,1.000,1.000
47.516,1.000,1.000,1.000
47.523,1.000,1.000,1.000
47.531,1.000,1.000,1.000
47.539,1.000,1.000,1.000
47.547,1.000,1.000,1.000
47.555,1.000,1.000,1.000
47.562,1.000,1.000,1.000
47.570,1.000,1.000,1.000
47.578,0.000,0.000,0.000
47.586,0.000,0.000,0.000
47.594,0.000,0.000,0.000
47.602,0.000,0.000,0.000
47.609,0.000,0.000,0.000
47.617,0.000,0.000,0.000
47.625,0.000,0.000,0.000
47.633,0.000,0.000,0.000
47.641,0.000,0.000,0.000
47.648,0.000,0.000,0.000
47.656,0.000,0.000,0.000
47.664,0.000,0.000,0.000
47.672,0.000,0.000,0.000
47.680,0.000,0.000,0.000
47.688,0.000,0.000,0.000
47.695,0.000,0.000,0.000
47.703,0.000,0.000,0.000
47.711,0.000,0.000,0.000
47.719,0.000,0.000,0.000
47.727,0.000,0.000,0.000
47.734,0.000,0.000,0.000
47.742,0.000,0.000,0.000
47.750,0.000,0.000,0.000
47.758,0.000,0.000,0.000
47.766,0.000,0.000,0.000
47.773,0.000,0.000,0.000
47.781,0.000,0.000,0.000
47.789,0.000,0.000,0.000
47.797,0.000,0.000,0.000
47.805,0.000,0.000,0.000
47.812,0.000,0.000,0.000
47.820,0.000,0.000,0.000
47.828,0.000,0.000,0.000
47.836,0.000,0.000,0.000
47.844,0.000,0.000,0.000
47.852,0.000,0.000,0.000
47.859,0.000,0.000,0.000
47.867,0.000,0.000,0.000
47.875,0.000,0.000,0.000
47.883,0.000,0.000,0.000
47.891,0.000,0.000,0.000
47.898,0.000,0.000,0.000
47.906,0.000,0.000,0.000
47.914,0.000,0.000,0.000
47.922,0.000,0.000,0.000
47.930,0.000,0.000,0.000
47.938,0.000,0.000,0.000
47.945,0.000,0.000,0.000
47.953,0.000,0.000,0.000
47.961,0.000,0.000,0.000
47.969,0.000,0.000,0.000
47.977,0.000,0.000,0.000
47.984,0.000,0.000,0.000
47.992,0.000,0.000,0.000
48.000,0.000,0.000,0.000
48.008,0.000,0.000,0.000
48.016,0.000,0.000,0.000
48.023,0.000,0.000,0.000
48.031,0.000,0.000,0.000
48.039,0.000,0.000,0.000
48.047,0.000,0.000,0.000
48.055,0.000,0.000,0.000
48.062,0.000,0.000,0.000
48.070,0.000,0.000,0.000
48.078,0.000,0.000,0.000
48.086,0.000,0.000,0.000
48.094,0.000,0.000,0.000
48.102,0.000,0.000,0.000
48.109,0.000,0.000,0.000
48.117,0.000,0.000,0.000
48.125,0.000,0.000,0.000
48.133,0.000,0.000,0.000
48.141,0.000,0.000,0.000
48.148,0.000,0.000,0.000
48.156,0.000,0.000,0.000
48.164,0.000,0.000,0.000
48.172,0.000,0.000,0.000
48.180,0.000,0.000,0.000
48.188,0.000,0.000,0.000
48.195,0.000,0.000,0.000
48.203,0.000,0.000,0.000
48.211,0.000,0.000,0.000
48.219,0.000,0.000,0.000
48.227,0.000,0.000,0.000
48.234,0.000,0.000,0.000
48.242,0.000,0.000,0.000
48.250,0.000,0.000,0.000
48.258,0.000,0.000,0.000
48.266,0.000,0.000,0.000
48.273,0.000,0.000,0.000
48.281,0.000,0.000,0.000
48.289,0.000,0.000,0.000
48.297,0.000,0.000,0.000
48.305,0.000,0.000,0.000
48.312,0.000,0.000,0.000
48.320,0.000,0.000,0.000
48.328,0.000,0.000,0.000
48.336,0.000,0.000,0.000
48.344,0.000,0.000,0.000
48.352,0.000,0.000,0.000
48.359,0.000,0.000,0.000
48.367,0.000,0.000,0.000
48.375,0.000,0.000,0.000
48.383,0.000,0.000,0.000
48.391,0.000,0.000,0.000
48.398,0.000,0.000,0.000
48.406,0.000,0.000,0.000
48.414,0.000,0.000,0.000
48.422,0.000,0.000,0.000
48.430,0.000,0.000,0.000
48.438,1.000,1.000,1.000
48.445,1.000,1.000,1.000
48.453,1.000,1.000,1.000
48.461,1.000,1.000,1.000
48.469,1.000,1.000,1.000
48.477,1.000,1.000,1.000
48.484,1.000,1.000,1.000
48.492,1.000,1.000,1.000
48.500,1.000,1.000,1.000
48.508,1.000,1.000,1.000
48.516,1.000,1.000,1.000
48.523,1.000,1.000,1.000
48.531,1.000,1.000,1.000
48.539,1.000,1.000,1.000
48.547,1.000,1.000,1.000
48.555,1.000,1.000,1.000
48.562,1.000,1.000,1.000
48.570,1.000,1.000,1.000
48.578,0.000,0.000,0.000
48.586,0.000,0.000,0.000
48.594,0.000,0.000,0.000
48.602,0.000,0.000,0.000
48.609,0.000,0.000,0.000
48.617,0.000,0.000,0.000
48.625,0.000,0.000,0.000
48.633,0.000,0.000,0.000
48.641,0.000,0.000,0.000
48.648,0.000,0.000,0.000
48.656,0.000,0.000,0.000
48.664,0.000,0.000,0.000
48.672,0.000,0.000,0.000
48.680,0.000,0.000,0.000
48.688,0.000,0.000,0.000
48.695,0.000,0.000,0.000
48.703,0.000,0.000,0.000
48.711,0.000,0.000,0.000
48.719,0.000,0.000,0.000
48.727,0.000,0.000,0.000
48.734,0.000,0.000,0.000
48.742,0.000,0.000,0.000
48.750,0.000,0.000,0.000
48.758,0.000,0.000,0.000
48.766,0.000,0.000,0.000
48.773,0.000,0.000,0.000
48.781,0.000,0.000,0.000
48.789,0.000,0.000,0.000
48.797,0.000,0.000,0.000
48.805,0.000,0.000,0.000
48.812,0.000,0.000,0.000
48.820,0.000,0.000,0.000
48.828,0.000,0.000,0.000
48.836,0.000,0.000,0.000
48.844,0.000,0.000,0.000
48.852,0.000,0.000,0.000
48.859,0.000,0.000,0.000
48.867,0.000,0.000,0.000
48.875,0.000,0.000,0.000
48.883,0.000,0.000,0.000
48.891,0.000,0.000,0.000
48.898,0.000,0.000,0.000
48.906,0.000,0.000,0.000
48.914,0.000,0.000,0.000
48.922,0.000,0.000,0.000
48.930,0.000,0.000,0.000
48.938,0.000,0.000,0.000
48.945,0.000,0.000,0.000
48.953,0.000,0.000,0.000
48.961,0.000,0.000,0.000
48.969,0.000,0.000,0.000
48.977,0.000,0.000,0.000
48.984,0.000,0.000,0.000
48.992,0.000,0.000,0.000
49.000,0.000,0.000,0.000
49.008,0.000,0.000,0.000
49.016,0.000,0.000,0.000
49.023,0.000,0.000,0.000
49.031,0.000,0.000,0.000
49.039,0.000,0.000,0.000
49.047,0.000,0.000,0.000
49.055,0.000,0.000,0.000
49.062,0.000,0.000,0.000
49.070,0.000,0.000,0.000
49.078,0.000,0.000,0.000
49.086,0.000,0.000,0.000
49.094,0.000,0.000,0.000
49.102,0.000,0.000,0.000
49.109,0.000,0.000,0.000
49.117,0.000,0.000,0.000
49.125,0.000,0.000,0.000
49.133,0.000,0.000,0.000
49.141,0.000,0.000,0.000
49.148,0.000,0.000,0.000
49.156,0.000,0.000,0.000
49.164,0.000,0.000,0.000
49.172,0.000,0.000,0.000
49.180,0.000,0.000,0.000
49.188,0.000,0.000,0.000
49.195,0.000,0.000,0.000
49.203,0.000,0.000,0.000
49.211,0.000,0.000,0.000
49.219,0.000,0.000,0.000
49.227,0.000,0.000,0.000
49.234,0.000,0.000,0.000
49.242,0.000,0.000,0.000
49.250,0.000,0.000,0.000
49.258,0.000,0.000,0.000
49.266,0.000,0.000,0.000
49.273,0.000,0.000,0.000
49.281,0.000,0.000,0.000
49.289,0.000,0.000,0.000
49.297,0.000,0.000,0.000
49.305,0.000,0.000,0.000
49.312,0.000,0.000,0.000
49.320,0.000,0.000,0.000
49.328,0.000,0.000,0.000
49.336,0.000,0.000,0.000
49.344,0.000,0.000,0.000
49.352,0.000,0.000,0.000
49.359,0.000,0.000,0.000
49.367,0.000,0.000,0.000
49.375,0.000,0.000,0.000
49.383,0.000,0.000,0.000
49.391,0.000,0.000,0.000
49.398,0.000,0.000,0.000
49.406,0.000,0.000,0.000
49.414,0.000,0.000,0.000
49.422,0.000,0.000,0.000
49.430,0.000,0.000,0.000
49.438,1.000,1.000,1.000
49.445,1.000,1.000,1.000
49.453,1.000,1.000,1.000
49.461,1.000,1.000,1.000
49.469,1.000,1.000,1.000
49.477,1.000,1.000,1.000
49.484,1.000,1.000,1.000
49.492,1.000,1.000,1.000
49.500,1.000,1.000,1.000
49.508,1.000,1.000,1.000
49.516,1.000,1.000,1.000
49.523,1.000,1.000,1.000
49.531,1.000,1.000,1.000
49.539,1.000,1.000,1.000
49.547,1.000,1.000,1.000
49.555,1.000,1.000,1.000
49.562,1.000,1.000,1.000
49.570,1.000,1.000,1.000
49.578,0.000,0.000,0.000
49.586,0.000,0.000,0.000
49.594,0.000,0.000,0.000
49.602,0.000,0.000,0.000
49.609,0.000,0.000,0.000
49.617,0.000,0.000,0.000
49.625,0.000,0.000,0.000
49.633,0.000,0.000,0.000
49.641,0.000,0.000,0.000
49.648,0.000,0.000,0.000
49.656,0.000,0.000,0.000
49.664,0.000,0.000,0.000
49.672,0.000,0.000,0.000
49.680,0.000,0.000,0.000
49.688,0.000,0.000,0.000
49.695,0.000,0.000,0.000
49.703,0.000,0.000,0.000
49.711,0.000,0.000,0.000
49.719,0.000,0.000,0.000
49.727,0.000,0.000,0.000
49.734,0.000,0.000,0.000
49.742,0.000,0.000,0.000
49.750,0.000,0.000,0.000
49.758,0.000,0.000,0.000
49.766,0.000,0.000,0.000
49.773,0.000,0.000,0.000
49.781,0.000,0.000,0.000
49.789,0.000,0.000,0.000
49.797,0.000,0.000,0.000
49.805,0.000,0.000,0.000
49.812,0.000,0.000,0.000
49.820,0.000,0.000,0.000
49.828,0.000,0.000,0.000
49.836,0.000,0.000,0.000
49.844,0.000,0.000,0.000
49.852,0.000,0.000,0.000
49.859,0.000,0.000,0.000
49.867,0.000,0.000,0.000
49.875,0.000,0.000,0.000
49.883,0.000,0.000,0.000
49.891,0.000,0.000,0.000
49.898,0.000,0.000,0.000
49.906,0.000,0.000,0.000
49.914,0.000,0.000,0.000
49.922,0.000,0.000,0.000
49.930,0.000,0.000,0.000
49.938,0.000,0.000,0.000
49.945,0.000,0.000,0.000
49.953,0.000,0.000,0.000
49.961,0.000,0.000,0.000
49.969,0.000,0.000,0.000
49.977,0.000,0.000,0.000
49.984,0.000,0.000,0.000
49.992,0.000,0.000,0.000
50.000,0.000,0.000,0.000
50.008,0.000,0.000,0.000
50.016,0.000,0.000,0.000
50.023,0.000,0.000,0.000
50.031,0.000,0.000,0.000
50.039,0.000,0.000,0.000
50.047,0.000,0.000,0.000
50.055,0.000,0.000,0.000
50.062,0.000,0.000,0.000
50.070,0.000,0.000,0.000
50.078,0.000,0.000,0.000
50.086,0.000,0.000,0.000
50.094,0.000,0.000,0.000
50.102,0.000,0.000,0.000
50.109,0.000,0.000,0.000
50.117,0.000,0.000,0.000
50.125,0.000,0.000,0.000
50.133,0.000,0.000,0.000
50.141,0.000,0.000,0.000
50.148,0.000,0.000,0.000
50.156,0.000,0.000,0.000
50.164,0.000,0.000,0.000
50.172,0.000,0.000,0.000
50.180,0.000,0.000,0.000
50.188,0.000,0.000,0.000
50.195,0.000,0.000,0.000
50.203,0.000,0.000,0.000
50.211,0.000,0.000,0.000
50.219,0.000,0.000,0.000
50.227,0.000,0.000,0.000
50.234,0.000,0.000,0.000
50.242,0.000,0.000,0.000
50.250,0.000,0.000,0.000
50.258,0.000,0.000,0.000
50.266,0.000,0.000,0.000
50.273,0.000,0.000,0.000
50.281,0.000,0.000,0.000
50.289,0.000,0.000,0.000
50.297,0.000,0.000,0.000
50.305,0.000,0.000,0.000
50.312,0.000,0.000,0.000
50.320,0.000,0.000,0.000
50.328,0.000,0.000,0.000
50.336,0.000,0.000,0.000
50.344,0.000,0.000,0.000
50.352,0.000,0.000,0.000
50.359,0.000,0.000,0.000
50.367,0.000,0.000,0.000
50.375,0.000,0.000,0.000
50.383,0.000,0.000,0.000
50.391,0.000,0.000,0.000
50.398,0.000,0.000,0.000
50.406,0.000,0.000,0.000
50.414,0.000,0.000,0.000
50.422,0.000,0.000,0.000
50.430,0.000,0.000,0.000
50.438,1.000,1.000,1.000
50.445,1.000,1.000,1.000
50.453,1.000,1.000,1.000
50.461,1.000,1.000,1.000
50.469,1.000,1.000,1.000
50.477,1.000,1.000,1.000
50.484,1.000,1.000,1.000
50.492,1.000,1.000,1.000
50.500,1.000,1.000,1.000
50.508,1.000,1.000,1.000
50.516,1.000,1.000,1.000
50.523,1.000,1.000,1.000
50.531,1.000,1.000,1.000
50.539,1.000,1.000,1.000
50.547,1.000,1.000,1.000
50.555,1.000,1.000,1.000
50.562,1.000,1.000,1.000
50.570,1.000,1.000,1.000
50.578,0.000,0.000,0.000
50.586,0.000,0.000,0.000
50.594,0.000,0.000,0.000
50.602,0.000,0.000,0.000
50.609,0.000,0.000,0.000
50.617,0.000,0.000,0.000
50.625,0.000,0.000,0.000
50.633,0.000,0.000,0.000
50.641,0.000,0.000,0.000
50.648,0.000,0.000,0.000
50.656,0.000,0.000,0.000
50.664,0.000,0.000,0.000
50.672,0.000,0.000,0.000
50.680,0.000,0.000,0.000
50.688,0.000,0.000,0.000
50.695,0.000,0.000,0.000
50.703,0.000,0.000,0.000
50.711,0.000,0.000,0.000
50.719,0.000,0.000,0.000
50.727,0.000,0.000,0.000
50.734,0.000,0.000,0.000
50.742,0.000,0.000,0.000
50.750,0.000,0.000,0.000
50.758,0.000,0.000,0.000
50.766,0.000,0.000,0.000
50.773,0.000,0.000,0.000
50.781,0.000,0.000,0.000
50.789,0.000,0.000,0.000
50.797,0.000,0.000,0.000
50.805,0.000,0.000,0.000
50.812,0.000,0.000,0.000
50.820,0.000,0.000,0.000
50.828,0.000,0.000,0.000
50.836,0.000,0.000,0.000
50.844,0.000,0.000,0.000
50.852,0.000,0.000,0.000
50.859,0.000,0.000,0.000
50.867,0.000,0.000,0.000
50.875,0.000,0.000,0.000
50.883,0.000,0.000,0.000
50.891,0.000,0.000,0.000
50.898,0.000,0.000,0.000
50.906,0.000,0.000,0.000
50.914,0.000,0.000,0.000
50.922,0.000,0.000,0.000
50.930,0.000,0.000,0.000
50.938,0.000,0.000,0.000
50.945,0.000,0.000,0.000
50.953,0.000,0.000,0.000
50.961,0.000,0.000,0.000
50.969,0.000,0.000,0.000
50.977,0.000,0.000,0.000
50.984,0.000,0.000,0.000
50.992,0.000,0.000,0.000
51.000,0.000,0.000,0.000
51.008,0.000,0.000,0.000
51.016,0.000,0.000,0.000
51.023,0.000,0.000,0.000
51.031,0.000,0.000,0.000
51.039,0.000,0.000,0.000
51.047,0.000,0.000,0.000
51.055,0.000,0.000,0.000
51.062,0.000,0.000,0.000
51.070,0.000,0.000,0.000
51.078,0.000,0.000,0.000
51.086,0.000,0.000,0.000
51.094,0.000,0.000,0.000
51.102,0.000,0.000,0.000
51.109,0.000,0.000,0.000
51.117,0.000,0.000,0.000
51.125,0.000,0.000,0.000
51.133,0.000,0.000,0.000
51.141,0.000,0.000,0.000
51.148,0.000,0.000,0.000
51.156,0.000,0.000,0.000
51.164,0.000,0.000,0.000
51.172,0.000,0.000,0.000
51.180,0.000,0.000,0.000
51.188,0.000,0.000,0.000
51.195,0.000,0.000,0.000
51.203,0.000,0.000,0.000
51.211,0.000,0.000,0.000
51.219,0.000,0.000,0.000
51.227,0.000,0.000,0.000
51.234,0.000,0.000,0.000
51.242,0.000,0.000,0.000
51.250,0.000,0.000,0.000
51.258,0.000,0.000,0.000
51.266,0.000,0.000,0.000
51.273,0.000,0.000,0.000
51.281,0.000,0.000,0.000
51.289,0.000,0.000,0.000
51.297,0.000,0.000,0.000
51.305,0.000,0.000,0.000
51.312,0.000,0.000,0.000
51.320,0.000,0.000,0.000
51.328,0.000,0.000,0.000
51.336,0.000,0.000,0.000
51.344,0.000,0.000,0.000
51.352,0.000,0.000,0.000
51.359,0.000,0.000,0.000
51.367,0.000,0.000,0.000
51.375,0.000,0.000,0.000
51.383,0.000,0.000,0.000
51.391,0.000,0.000,0.000
51.398,0.000,0.000,0.000
51.406,0.000,0.000,0.000
51.414,0.000,0.000,0.000
51.422,0.000,0.000,0.000
51.430,0.000,0.000,0.000
51.438,1.000,1.000,1.000
51.445,1.000,1.000,1.000
51.453,1.000,1.000,1.000
51.461,1.000,1.000,1.000
51.469,1.000,1.000,1.000
51.477,1.000,1.000,1.000
51.484,1.000,1.000,1.000
51.492,1.000,1.000,1.000
51.500,1.000,1.000,1.000
51.508,1.000,1.000,1.000
51.516,1.000,1.000,1.000
51.523,1.000,1.000,1.000
51.531,1.000,1.000,1.000
51.539,1.000,1.000,1.000
51.547,1.000,1.000,1.000
51.555,1.000,1.000,1.000
51.562,1.000,1.000,1.000
51.570,1.000,1.000,1.000
51.578,0.000,0.000,0.000
51.586,0.000,0.000,0.000
51.594,0.000,0.000,0.000
51.602,0.000,0.000,0.000
51.609,0.000,0.000,0.000
51.617,0.000,0.000,0.000
51.625,0.000,0.000,0.000
51.633,0.000,0.000,0.000
51.641,0.000,0.000,0.000
51.648,0.000,0.000,0.000
51.656,0.000,0.000,0.000
51.664,0.000,0.000,0.000
51.672,0.000,0.000,0.000
51.680,0.000,0.000,0.000
51.688,0.000,0.000,0.000
